video_id,title,label,tactic_label,tds_score,frame_dir,audit_status
YiMcoBa_VRI,কয়েক মিনিটেই! সবার চোখের সামনে ভেঙ্গে পড়লো বিশাল স্কুলটি! কেঁদে কেঁদে বেহুশ শিক্ষার্থী ও শিক্ষকরা,clickbait,,0.2555032968521118,data/extracted_frames/YiMcoBa_VRI,live
eLIQirBpH1s,বাঁচার সব পথ বন্ধ সাকলায়েন! পরীর সাথে কুকাম করে একদম ফেঁসে গেল। হচ্ছে কঠিন শাস্তি! Pori Moni News,clickbait,,0.3929334878921509,data/extracted_frames/eLIQirBpH1s,live
LjfWZIZzJGo,পরীর আরও এক খারাপ ভিডিও ভাইরাল! ফেঁসে গেল পরী ও তার ডিবি প্রেমিক সাকলায়েন! অবাক হচ্ছে দেশের মানুষ,clickbait,,0.3393145203590393,data/extracted_frames/LjfWZIZzJGo,live
2YD_1VpXlxY,আবারো রিমান্ডে পরীমনি! চিৎকার করে আদালতে যা বললো পরী ও তার নানা। তারপরও ছাড় পেল না। Pori Moni News,clickbait,,0.23280447721481323,data/extracted_frames/2YD_1VpXlxY,live
ClBEdsZ-ykU,সর্বনাশ! মা কে বাইরে রেখে মেয়েকে থানার ভিতরে ধ*র্ষণ চেষ্টা পুলিশের! বিচারের দাবিতে উত্তপ্ত সারাদেশ,clickbait,,,data/extracted_frames/ClBEdsZ-ykU,dead
GqszuaBzW1o,বেরিয়ে এলো ভয়ঙ্কর তথ্য! পরীর গোপন রুমে যেত ২০ অনেক পুলিশ। ও বললো প্রেমিক সাকলায়েনকে নিয়ে,clickbait,,0.2844225764274597,data/extracted_frames/GqszuaBzW1o,live
4h1IQyra3Ro,এইমাত্র! রিমান্ডে কঠিন মাইর খেয়ে পুলিশ প্রেমিক সাকলায়েনকে নিয়ে সব ফাঁস করল পরীমনি! Pori Moni News,clickbait,,0.19017744064331055,data/extracted_frames/4h1IQyra3Ro,live
u0uhC10bIsY,প্রতারণায় সাহেদকেও হার মানানো ঈশিতা কঠিন রিমান্ডে! ভুয়া পরিচয়ে হাতিয়ে নিয়েছে কোটি কোটি টাকা,clickbait,,0.18598562479019165,data/extracted_frames/u0uhC10bIsY,live
r_ApPc5UsXA,এইমাত্র! পরীমনির সকল নোংরামি ফাঁস করলো তার ড্রাইবার। নিজের চোখে পরী ম্যাডামের অনেক নষ্টামি দেখেছি,clickbait,,0.28207671642303467,data/extracted_frames/r_ApPc5UsXA,live
10y4wnyCXU0,গরম খবর! ওঠে গেল লকডাউন জয় হলো জনগনের! খুশিতে রাজপথে নাচছে মানুষ! চলবে সবকিছু। Lockdown News,clickbait,,0.1724197268486023,data/extracted_frames/10y4wnyCXU0,live
d7vPB4szBAQ,লকডাউনের ডিউটি ফেলে দিনদুপুরে পরকীয়ার সময় ধরা খেল পুলিশ! কঠিন গণধোলাই দিলো জনতা। Bangla News,clickbait,,0.20767205953598022,data/extracted_frames/d7vPB4szBAQ,live
-IPJCymT-E0,নাউযুবিল্লাহ! মসজিদের ভিতর অর্ধনগ্ন তরুণী নিয়ে টিকটক বানালো তরুণ। ক্ষেপেছে সারাদেশের মুসল্লিরা,clickbait,,0.22353720664978027,data/extracted_frames/-IPJCymT-E0,live
Urg5jklLii8,কত বড় নষ্টা পরীমনি! দেখুন দুবাইয়ে যার সাথে রাত কাটিয়ে ৪ কোটির গাড়ি নেয় পরী! রিমান্ডে নিজেই ফাঁস করলো,clickbait,,0.267633318901062,data/extracted_frames/Urg5jklLii8,live
uF5XTII40vI,নষ্টামিতে পরীমনিকেও হার মানিয়েছে ডায়না! এক সাথে ৫০টা প্রেম করে হাতিয়ে নিয়েছে কোটি কোটি টাকা,clickbait,,0.30482763051986694,data/extracted_frames/uF5XTII40vI,live
co4yzmq8xTk,ব্রেকিং নিউজ! পরীর সাথে টানা ১৮ ঘন্টা নষ্টামি করা সেই ডিবি সাকলায়েনকে কঠিন শাস্তি দিলো সিআইডি,clickbait,,0.299686074256897,data/extracted_frames/co4yzmq8xTk,live
_xT5cXF8ZNI,আল্লাহ বাঁচাও! গোপালগঞ্জে মুহূর্তেই বিলীন পুরো গ্রাম চলে গেল নদীগর্ভে। পানিতে ভাসছে হাজারো মানুষ,clickbait,,0.33595144748687744,data/extracted_frames/_xT5cXF8ZNI,live
--VG3VQnxVo,সিসি ফুটেজ ভাইরাল! দেখুন পরীমনির গোপন রুমে ১৮ ঘণ্টা যা যা করলো পুলিশ কমিশনার! সমালোচনার ঝড়।Pori Moni,clickbait,,0.3373227119445801,data/extracted_frames/--VG3VQnxVo,live
nYdhZyvTWCM,সব ফাঁস! দুবাইয়ে যে নেতার সাথে ১৭ রাত কাটিয়ে ১৫ লাখ টাকা নিয়েছিল পরী। দেখুন সেই নেতার গোপন পরিচয়,clickbait,,0.4857310652732849,data/extracted_frames/nYdhZyvTWCM,live
p_rbp7MEpeI,হায়রে জানোয়ার! পরীমনিকে সহ ২০০ নায়িকাকে ভোগ করেছে গডফাদার রাজ! বড় বড় নেত্রীরাও ছিল বেড পার্টনার,clickbait,,0.29553520679473877,data/extracted_frames/p_rbp7MEpeI,live
tSp-q-5byG8,কত বড় সাহস! গাজিপুরে গার্মেন্টসে নামাজ নিষিদ্ধ করলো মালিক! পুলিশের উপর কঠিন আক্রমণ শ্রমিকদের,clickbait,,,data/extracted_frames/tSp-q-5byG8,dead
n3kvT0To9FQ,ওরে বাপরে! প্রতিরাতেই ৮/১০ জন খদ্দের লাগতো পরীমনির! সবমিলিয়ে ৩০০ খদ্দর পরীর দেখুন তাদের পরিচয়,clickbait,,0.4268784523010254,data/extracted_frames/n3kvT0To9FQ,live
p3kR88bLUqI,এক রাতেই শেষ পরীমনি! ১ম রাতের রিমান্ডেই কেঁদে কেঁদে সব কুকর্ম ফাঁস করলো পরী। Pori Moni Remand,clickbait,,0.41659051179885864,data/extracted_frames/p3kR88bLUqI,live
SyCDt_07vws,"হায় আল্লাহ! লকডাউন না মেনে পুলিশকে রাস্তায় পিষে মারলো চালক! সবাই চেয়ে দেখলো, কেউ পারলোনা বাঁচাতে",clickbait,,0.2751176357269287,data/extracted_frames/SyCDt_07vws,live
amInEYU4KlE,দেখুন যার সাথে প*র্নো ভিডিও বানাতো পরীমনি! এইমাত্র গ্রেফতার সেই প্রভাবশালী গডফাদার। Pori Moni News,clickbait,,0.268404483795166,data/extracted_frames/amInEYU4KlE,live
x8Rd8pIwy0U,এই বিছানায় প*র্নো ভিডিওর শুটিং করতো পরীমনি! বাসা থেকে উদ্ধার অসংখ্য সে*ক্সটয়। Pori Moni Arrest,clickbait,,0.41458040475845337,data/extracted_frames/x8Rd8pIwy0U,live
VNakuHwq7n8,পরীমনির টয়লেট পেলো কনডম আর কনডম সাথে মডের আলমারী।যা দেখে অবাক র‍্যাব ও অবাক দেশবাসী।Pori Moni Arrest,clickbait,,0.2071123719215393,data/extracted_frames/VNakuHwq7n8,live
kkHqf3M97fE,গরম খবর! মদ সহ অর্ধনগ্ন অবস্থায় র‍্যাবের হাতে গ্রেফতার পরীমনি। দেয়া হবে ডিম থেরাপী। Pori Moni Arrest,clickbait,,0.17125827074050903,data/extracted_frames/kkHqf3M97fE,live
G1wTsq9LkgY,হাহাহা! ডাবল ভাড়ায় পুলিশের গাড়িতে যাত্রী পরিবহন! পথেই আটকে দিলো আর্মিরা। অবাক প্রশাসন ও আর্মিরা,clickbait,,0.21756881475448608,data/extracted_frames/G1wTsq9LkgY,live
b_VEF7Np5b8,ব্রেকিং! মডেল পিয়াসার ১৭ টি নষ্টামির ভিডিও ফাঁস! ও দেখুন তার আন্ডারে কাজ করতেন যে ১০০ সুন্দরী,clickbait,,0.4974139332771301,data/extracted_frames/b_VEF7Np5b8,live
7bcc9wNiuDE,রিমান্ডে ডিম খেয়ে সব ফাঁস করলো পিয়াসা! দেখুন তার খদ্দেরের তালিকায় আছে যেসব নেতার নাম। Model Piyasa,clickbait,,0.32307326793670654,data/extracted_frames/7bcc9wNiuDE,live
qXz05bJSF4A,ব্রেকিং! আবারো বাড়লো লকডাউন! রাস্তায় পেলেই দেয়া হবে জেল! টিকা নিয়ে মালয়েশিয়া থেকে যা বললেন আজহারী,clickbait,,0.1751716136932373,data/extracted_frames/qXz05bJSF4A,live
GQV34eOE0vw,হে আল্লাহ রক্ষা করো! চোখের পলকে নদীর বুকে বিলীন ৫০ বাড়ি। ধ্বংসের মুখে কক্সবাজার। Flood News BD 2021,clickbait,,0.20944058895111084,data/extracted_frames/GQV34eOE0vw,live
ZkkXahV3_2c,পুরুষদের বাসায় ডেকে জোর করে নষ্টামি ও ভিডিও করতো পিয়াসা! তারপর আদায় করতো লাখ লাখ টাকা। Bangla News,clickbait,,0.19247323274612427,data/extracted_frames/ZkkXahV3_2c,live
_aUzLRt65KM,মডেল পিয়াসা ও মৌয়ের খেলা শেষ! রিমান্ডে পুলিশের খেলা শুরু! ৩দিনের কঠিন রিমান্ডে এই ২ নষ্ট নারী,clickbait,,0.18073111772537231,data/extracted_frames/_aUzLRt65KM,live
fVAJ6Rc7Lfg,ব্রেকিং! গাজীপুরে চলছে পুলিশের সাথে শ্রমিকদের যুদ্ধ! গাড়ি চালুর দাবিতে রাজপথ কাঁপাচ্ছে শ্রমিকরা,non_clickbait,,0.35936009883880615,data/extracted_frames/fVAJ6Rc7Lfg,live
zvpAcFDP-ag,ট্রাকের মধ্যে সবজির বস্তা খুলতেই বেরিয়ে এলো যাত্রী! চমকে উঠলো আর্মিরা! লকডাউনে বিপাকে শ্রমিকরা,clickbait,,0.1717485785484314,data/extracted_frames/zvpAcFDP-ag,live
NTMc5NEbzLQ,বাংলাদেশি নারীকে সীমান্তে আটকে সারারাত ভোগ করলো ভারতীয় পুলিশ। ক্ষেপেছে পুরো বাংলাদেশ। Bangla News,clickbait,,0.17374491691589355,data/extracted_frames/NTMc5NEbzLQ,live
rL-7AtPlqtE,লকডাউন মানিনা বলেই পুলিশের উপর গাড়ি তুলে দিলো চালক! সাথে সাথেই মারা গেল সেই পুলিশ। Lockdown News BD,clickbait,,0.1978854537010193,data/extracted_frames/rL-7AtPlqtE,live
s9JUwmdPDQc,ব্রেকিং! ৬ দিনের কঠিন রিমান্ডে চিত্রনায়িকা একা! বুয়াকে মারতে গিয়ে ইয়াবাসহ ধরা খেল পুলিশের হাতে,clickbait,,0.18296760320663452,data/extracted_frames/s9JUwmdPDQc,live
_-fs2TjlznU,গ্রেফতার সেই নষ্ট ফারজানা! টিকটকে যৌ*ন হয়রানি করে হাতিয়ে নিতো লাখ লাখ টাকা। নেয়া হলো রিমান্ডে,clickbait,,0.16015183925628662,data/extracted_frames/_-fs2TjlznU,live
vpx09ylw7Xw,"ব্রেকিং! ওঠে যাচ্ছে লকডাউন! শ্রমিকদের বিক্ষোভের মুখে অবশেষে বাস, লঞ্চ সব ছাড়তে বাধ্য হলো প্রসাশন",clickbait,,0.12000727653503418,data/extracted_frames/vpx09ylw7Xw,live
FZ9iY63zEP8,দিশেহারা পুলিশ সেনাবাহিনী!কোথাও কেউ মানছেনা লকডাউন! মৌমাছির মতো ঢাকার পথে ছুটছে মানুষ! Lockdown News,clickbait,,0.21641510725021362,data/extracted_frames/FZ9iY63zEP8,live
Xw0Jw1XEpEs,আমি আ.লীগের লোক! এই বলে চিৎকার করে জজকে যে হুমকি দিলো হেলেনা। অবাক উপস্থিত সবাই। Helena Jahangir,clickbait,,0.29746001958847046,data/extracted_frames/Xw0Jw1XEpEs,live
spNeZqrKP7g,এইমাত্র! নাতনি হেলেনাকে ছেড়ে দিতে র‍্যাবকে হুমকি দিলো সেফুদা! বললো আমার ধৈর্যের বাঁধ ভেঙে গেছে,clickbait,,0.16162288188934326,data/extracted_frames/spNeZqrKP7g,live
gGnOsTw5_Uc,এইমাত্র! রিমান্ডে কড়া মাইর খেয়ে গডফাদারদের নাম ফাঁস করলো হেলেনা! যাদের পরিচয় জানলে চমকে উঠবেন।Helena,clickbait,,0.3596545457839966,data/extracted_frames/gGnOsTw5_Uc,live
_4zofx2FYhQ,সব নষ্টামি ফাঁস! দেখুন যেসব নেতাদের সাথে রাতে ক্লাবে যেত হেলেনা জাহাঙ্গীর। ব্রিফিংয়ে যা বললো র‍্যাব,clickbait,,0.30856525897979736,data/extracted_frames/_4zofx2FYhQ,live
Vobk3Oh7Ja0,এইমাত্র! পরকীয়া করার সময় হাতেনাতে ধরা খেল পুলিশ! ধরে কঠিন ধোলাই দিল এলাকাবাসী। Ruposhi Bangla News,clickbait,,0.21495556831359863,data/extracted_frames/Vobk3Oh7Ja0,live
dOW0W5P0svA,গরম খবর! বিদেশি মদ সহ গ্রেফতার আ.লীগের বিতর্কিত নেত্রী হেলেনা জাহাঙ্গীর! দেখুন কে এই বিতর্কিত নেত্রী,clickbait,,0.2599811553955078,data/extracted_frames/dOW0W5P0svA,live
VpI5RHbBwY0,এইমাত্র! নওগাঁয় দোকান বন্ধ করতে বলায় ২ পুলিশকে পিটিয়ে এলাকা ছাড়া করলো দোকানদার। সাহস দেখে অবাক সবাই,clickbait,,0.17471718788146973,data/extracted_frames/VpI5RHbBwY0,live
yzzC5w28fns,লকডাউন না মেনে টিকটক করছিলো রাস্তায়! আর্মিরা দিলো কঠিন শাস্তি! কান ধরিয়ে বানালো মোরগ ও ব্যাঙ,clickbait,,0.17115169763565063,data/extracted_frames/yzzC5w28fns,live
kBBatq3qOIA,ইন্নালিল্লাহ! ছেলের জন্য নিজের আইসিইউ ছেড়ে জীবন কোরবানি দিলেন মা। হৃদয়বিদারক ঘটনায় কাঁদছে দেশবাসী,clickbait,,0.1528944969177246,data/extracted_frames/kBBatq3qOIA,live
1QDJNx5NUCw,পরকীয়া করায় স্ত্রীকে খালি গায়ে পুরো গ্রাম ঘুরালেন স্বামী। ও চেয়েছিল জ্যান্ত কবরে পুতে দিতে,clickbait,,0.30449163913726807,data/extracted_frames/1QDJNx5NUCw,live
scvwBO0n7gE,যে দৃশ্য কাঁদাচ্ছে সবাইকে! স্ত্রীকে নিজের সঙ্গে বেঁধে হাসপাতালে ছুটাছুটি করছেন স্বামী। মিলছেনা সিট,clickbait,,0.13403213024139404,data/extracted_frames/scvwBO0n7gE,live
cg0m2P9IlCU,আল্লাহ রক্ষা করো! ১৫ মিনিটেই ডুবে গেল কক্সবাজারের শত শত গ্রাম। ৬ ফুট পানির নিচে সকল বাড়িঘর। Flood BD,clickbait,,0.14069509506225586,data/extracted_frames/cg0m2P9IlCU,live
UvFXQJtoZJI,ইন্নালিল্লাহ! গভীর রাতে মারা গেল ৩০ মণ ওজনের গরু কালামানিক! কেঁদে কেঁদে বুক ভাসাচ্ছেন খামারি,clickbait,,0.22364139556884766,data/extracted_frames/UvFXQJtoZJI,live
hCRoLCKNmyc,এইমাত্র! লকডাউন না মেনে লবনের বস্তায় যাত্রী বহন করে ধরা খেল ট্রাক!চালাকি দেখে অবাক পুলিশ।BD Lockdown,clickbait,,0.20968717336654663,data/extracted_frames/hCRoLCKNmyc,live
CIslVpHkr5Q,১৩ বছরের ছাত্রীকে টানা ৮ বার ভোগ করে ইমাম নামের শয়তান। হাসতাপালের বিছানায় কাঁদছে মেয়েটি।Bangla News,clickbait,,0.20753848552703857,data/extracted_frames/CIslVpHkr5Q,live
HIFo11w1kyc,বাঁচতে চাইলে ভিডিওটি দেখুন! অক্সিজেনের অভাবে পথেঘাটে পড়ে মরছে মানুষ। মৃত্যুপুরীতে পরিণত হচ্ছে দেশ,clickbait,,0.32015299797058105,data/extracted_frames/HIFo11w1kyc,live
SGpbUV9gKDI,"এরা মানুষ না ইতর! কুমিল্লায় বিনাকারনে ডাক্তারকে পিটালো স্বজনেরা। ভাইরাল ভিডিও, তোলপাড় সারাদেশ",clickbait,,,data/extracted_frames/SGpbUV9gKDI,dead
iJntACisfdE,১ মিনিটেই সব শেষ! টাঙ্গাইলে এক রাতেই যমুনার পেটে শত শত বাড়ি। কাঁদছে গৃহহীন হাজারো পরিবার। BD Flood,clickbait,,0.19079947471618652,data/extracted_frames/iJntACisfdE,live
XlQXDdK3NUs,লকডাউনে খোলা দোকানের ছবি তোলায় সাংবাদিককে বেধম পিটালো দোকানদার।লাঞ্ছিত হলো সাংবাদিকের স্ত্রীও,clickbait,,0.20033562183380127,data/extracted_frames/XlQXDdK3NUs,live
2wNirPs8Nr8,নাউযুবিল্লাহ! পরনারীর সাথে সারারাত কুকর্ম করলো ইমাম। গাছের সাথে বেঁধে পিটালো এলাকাবাসী। Bangla News,clickbait,,0.25417256355285645,data/extracted_frames/2wNirPs8Nr8,live
ecarPVDiM_s,ইন্নালিল্লাহ! বরিশালে চোখের পলকে নদী ভাঙনে বিলীন ৫টি বসতবাড়ি। নদীর এমন রাক্ষুসী রুপ জীবনেও দেখিনি,clickbait,,0.13515043258666992,data/extracted_frames/ecarPVDiM_s,live
B3Vsx7lzpKY,কুড়িগ্রামে মাস্ক পড়তে বলায় পুলিশকে লাঠিপেটা করলো জনতা। ও করলো এলাকা ছাড়া। BD Lockdown News 2021,clickbait,,0.17481088638305664,data/extracted_frames/B3Vsx7lzpKY,live
MaTcY6jEmgU,ছি! ছি! টানা ৭ দিন ভোগ করে শালীকে প্রেগনেন্ট করলো পুলিশ দুলাভাই! ন্যাক্কারজনক ঘটনায় তোলপাড় ধামরাই,clickbait,,,data/extracted_frames/MaTcY6jEmgU,dead
_R9elIPXjxY,"আল্লাহ গো বাঁচাও! হাসপাতালে বেড নাই, বিনা চিকিৎসায় মারা যাচ্ছে হাজারো মানুষ। চোখের সামনে মারা গেল মা",clickbait,,0.08133810758590698,data/extracted_frames/_R9elIPXjxY,live
nbBufXshOi8,গরম খবর! আ.লীগ নেতাকে তুলে নিয়ে পিটিয়ে হাড্ডি ভাঙলো এক সাহসী নেতা। উত্তপ্ত পুরো বরিশাল। Bangla News,clickbait,,0.14764273166656494,data/extracted_frames/nbBufXshOi8,live
vdKMV9jfKjc,বাইরে বের হলেই মুরগী ও ব্যাঙ বানিয়ে রোদে বসিয়ে শাস্তি দিচ্ছে আর্মি। অভিনব সাজা দেখে অবাক দেশবাসী,clickbait,,0.2920680046081543,data/extracted_frames/vdKMV9jfKjc,live
5kBcLJ9FrmI,নীলফামারীতে লকডাউনে ঘুরতে বাধা দেওয়ায় পুলিশকে পিটালো যুবক! টেনে ছিঁড়ে ফেললো শার্ট। BD Lockdown News,clickbait,,0.2960628271102905,data/extracted_frames/5kBcLJ9FrmI,live
RlAs0ArYlE4,হায় হায়! লকডাউন না মেনে আর্মিকে রাস্তায় পিষে মারলো বাইকার। হতবাক বাকি সেনা সদস্যসহ উপস্থিত সকলেই,clickbait,,0.13908833265304565,data/extracted_frames/RlAs0ArYlE4,live
3TvWqIBN3e4,অদ্ভুত কান্ড! লকডাউন না মেনে মাছের ড্রামে করে যাত্রী বহন। ট্রাক চালককে কঠিন শাস্তি দিলো আর্মি,clickbait,,0.17673850059509277,data/extracted_frames/3TvWqIBN3e4,live
4nWRtQpyyhM,ক্ষেপেছে সেনাবাহিনী! লকডাউনে টিকটক ভিডিও বানাতে বের হওয়ায় যুবকদের কান ধরিয়ে কঠিন শাস্তি দিলো,clickbait,,0.24053049087524414,data/extracted_frames/4nWRtQpyyhM,live
L781jqROVn4,অবাক কান্ড! লকডাউনে আটকে পড়ে লঞ্চেই বাসর করলো নবদম্পতি। ভাইরাল বিশেষ ছবি। অবাক পুরো বাংলাদেশ,clickbait,,0.17210149765014648,data/extracted_frames/L781jqROVn4,live
f4CqDNbVhDE,গরম খবর! আর্মি পুলিশ ও লকডাউনকে মানছেনা কেউ। পুলিশের সামনেই মহাসড়ক দাপিয়ে বেড়াচ্ছে গণপরিবহন ও জনগন,clickbait,,0.20636296272277832,data/extracted_frames/f4CqDNbVhDE,live
QqXar_kIXLU,কারাগারে ঈদ কেমন কাটলো নিজ হাতে মা বাবাকে খু*ন করা সেই ঐশীর? দেখুন কি কঠিন অবস্থায় কাটছে তার দিন,clickbait,,0.36926090717315674,data/extracted_frames/QqXar_kIXLU,live
d6rs2x4cJPI,সিরাজগঞ্জে এক যুবকের বাড়িতে স্ত্রীর দাবিতে দুই প্রেমিকার অবস্থান। বিপাকে এলাকাবাসী। Bangla News,clickbait,,0.28193938732147217,data/extracted_frames/d6rs2x4cJPI,live
owNfJsDKpYA,নতুন জামাইয়ের ঘরের সামনে বিয়ের অনশনে প্রবাসীর স্ত্রী! দাবী স্বামী বিদেশ থাকায় প্রতিদিন ভোগ করত সে,clickbait,,0.22987103462219238,data/extracted_frames/owNfJsDKpYA,live
-tzlYmSBeqg,৫ সন্তানের মায়ের পরকীয়া প্রেম! বিয়ের দাবিতে প্রেমিকের বাড়িতে অনশন। পলাতক প্রেমিক। Bangla News,clickbait,,0.3001866936683655,data/extracted_frames/-tzlYmSBeqg,live
1ZkfkOTA59A,"মোবাইলে প্রেম, দেখা করতে গিয়ে ৯ জনের ভোগের শিকার যুবতী। টানা ২৭ বার করা হয়েছে ভোগ। Bangla News",clickbait,,0.36745476722717285,data/extracted_frames/1ZkfkOTA59A,live
Aws77PrzxVk,মসজিদের চাঁদা বাকি থাকায় কবরস্থানে মরদেহ দাফন করতে সভাপতির বাধা। হাতজোড় করে কাঁদছে সন্তানরা,clickbait,,0.1545390486717224,data/extracted_frames/Aws77PrzxVk,live
MmImMBvag20,বাস্তব ঘটনা! এক গরীব লোককে কুরবানির মাংস না দিয়ে অপমান করার! ভয়াবহ পরিনাম হলো এক বড় লোকের,clickbait,,0.12896329164505005,data/extracted_frames/MmImMBvag20,live
UhkYy4fSAfA,একই আসরে দুই প্রেমিকাকে বিয়ে করলেন প্রেমিক! এমন ঘটনা আগে কখনো ঘটেনি! Ruposhi Bangla Tv News,clickbait,,0.14080631732940674,data/extracted_frames/UhkYy4fSAfA,live
4VCRSDdRExQ,২২ ঘণ্টা ধরে উঠানে বাবার লাশ আটকে রেখে! সম্পত্তি ভাগাভাগি নিয়ে সন্তানরা করছে মারামারি।Ruposhi Bangla,clickbait,,,data/extracted_frames/4VCRSDdRExQ,dead
qY3yDbYYj1c,কোরবানির গরু কিনতে না পারা এক গরীব বাবার বুকফাঁটা আর্তনাদ। যা কাঁদিয়েছে গোটা মুসলিম জাহানকে,clickbait,,0.15855443477630615,data/extracted_frames/qY3yDbYYj1c,live
-WVur8iEn9A,হায়! হায়! জ্যামে আটকে ট্রাকেই মারা গেল কোটি টাকার ২০ টি গরু। কেঁদে কেঁদে বেহুশ মালিকরা। Qurbani News,clickbait,,0.15436291694641113,data/extracted_frames/-WVur8iEn9A,live
RCVb1abgunU,এইমাত্র! ক্রিকেট ব্যাট দিয়ে নিজের মা কে পিটিয়ে শেষ করে দিলো ছেলে। ও বৃদ্ধকে মেরে চাল দিলো সেই কাদের,clickbait,,0.28825122117996216,data/extracted_frames/RCVb1abgunU,live
VwBfcy1gP4s,এইমাত্র! এবার বগুড়ায় গরু ‍চুরি করতে গিয়ে ধরা খেল যুবলীগ নেতা। বেঁধে গন ধোলাই দিল জনতা। Bangla News,clickbait,,0.21396148204803467,data/extracted_frames/VwBfcy1gP4s,live
